Source IP,Generated,Received,Source Name,Facility,Severity,Tag,Origin,Message
192.168.0.1,01/01/14 00:14:22,08/06/14 09:11:34,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1303 zte_send_ipv4_cgprco_set_atcmd: username = ."
192.168.0.1,01/01/14 00:14:22,08/06/14 09:11:34,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1306 zte_send_ipv4_cgprco_set_atcmd: passwd = ."
192.168.0.1,01/01/14 00:14:22,08/06/14 09:11:34,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1344 zte_send_ipv4_cgprco_set_atcmd: CGPRCO CMD:  AT+CGPRCO=1,"""","""","""","""",2."
192.168.0.1,01/01/14 00:14:22,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CGPRCO=1,"""","""","""","""",2"
192.168.0.1,01/01/14 00:14:22,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1354 zte_send_ipv4_cgprco_set_atcmd: Send CGPRCO result from AT server: <\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1058 zte_send_cgact_atcmd: CGACT CMD: AT+CGACT=1,1"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CGACT=1,1"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_nwinfo.log]zte_wan_nwinfor.c 2369 zte_nwinfor_update_global_status abort for connecting or disconnecting!!"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:34,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:23,08/06/14 09:11:35,,user-level,Info,syslog,,"[zte_libsocket.log]libzte_socket.c 106 can not accept client, errno: 4, pid=440"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:24,08/06/14 09:11:36,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_at.log]response.c 156 [info]    At report split acATBuf =<\0x0D><\0x0A>+PSBEARER: 24, 3"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_at.log]server.c 61 [error]    autoResponse:  find  destModuleID failed "
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_at.log]response.c 156 [info]    At report split acATBuf =<\0x0D><\0x0A>+PSBEARER: 24, 8"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_at.log]server.c 61 [error]    autoResponse:  find  destModuleID failed "
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1078 total_pages,leave_nums:[50][0]"
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1107 sms_query_req:[0,10,1,10,order by id desc]."
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:37,,user-level,Info,goahead[417],,"[goahead.log]../zte_web/zte_web_sms.c 1131 total query count [0]."
192.168.0.1,01/01/14 00:14:26,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_libsocket.log]libzte_socket.c 106 can not accept client, errno: 4, pid=440"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]response.c 156 [info]    At report split acATBuf =<\0x0D><\0x0A>+PSBEARER: 24, 8"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]server.c 61 [error]    autoResponse:  find  destModuleID failed "
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]server.c 61 [error]    autoResponse:  find  destModuleID failed "
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1067 zte_send_cgact_atcmd: CGACT read from AT server: <\0x0D><\0x0A>+CGEV: ME PDN ACT 1<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1462 zte_parse_con_cgev_rsp: zte_g_default_call_type = 3."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1775 zte_parse_ipv4v6_con_cgev_rsp: IPV4V6 CON CGEV RSP:<\0x0D><\0x0A>+CGEV: ME PDN ACT 1<\0x0D><\0x0A><\0x0D><\0x0A>OK<\0x0D><\0x0A>."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1784 zte_parse_ipv4v6_con_cgev_rsp: pRes: <\0x0D><\0x0A>+CGEV: ME PDN ACT 1<\0x0D><\0x0A><\0x0D><\0x0A>OK<\0x0D><\0x0A>."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1787 MODEM CONNECT..."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1875 V4v6 type:activated cid1 is 1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1898 V4V6 connected, Only one cid:1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1171 zte_send_cgpaddr_read_atcmd: SEND to AT server: AT+CGPADDR=1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CGPADDR=1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>+CGPADDR: 1, ""2.2.104.75"", ""0.2.0.2.0.2.0.14.0.0.0.0.0.0.0.1""<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1181 zte_send_cgpaddr_read_atcmd: CGPADDR read from AT server: <\0x0D><\0x0A>+CGPADDR: 1, ""2.2.104.75"", ""0.2.0.2.0.2.0.14.0.0.0.0.0.0.0.1""<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2068 pRes=<\0x0D><\0x0A>+CGPADDR: 1, ""2.2.104.75"", ""0.2.0.2.0.2.0.14.0.0.0.0.0.0.0.1""<\0x0D><\0x0A><\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2120 wan AT the first addr=2.2.104.75"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2131 wan ipv4 addr=2.2.104.75, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2160 V6 addr exist:0.2.0.2.0.2.0.14.0.0.0.0.0.0.0.1."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2505 zte_convert_ipv6_addr: Input v6addrbefore is 0.2.0.2.0.2.0.14.0.0.0.0.0.0.0.1."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2542 zte_convert_ipv6_addr: ipv6Address,0002:0002:0002:000e:0000:0000:0000:0001"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2163 wan ipv6 CONVERT addr=0002:0002:0002:000e:0000:0000:0000:0001, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1223 zte_send_cgprco_read_atcmd: SEND to AT server: AT+CGPRCO?"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CGPRCO?"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_LCD.log]libzte_lcd.c 316 zte_lcd_lib_sms_state:1;"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1033 zte_lcd_parse_msg enter"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1083 zte_lcd_parse_msg ZTE_LCD_LIB_MSG_SMS"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 1084 msg->module.sms = 0"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 76 UICallback: name=smsType,value=1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mmi.log]mmi_message.c 125 GET MSG type = 0"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>+CGPRCO: 1, ""221.11.1.67"", ""192.232.3.120"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37""<\0x0D><\0x0A><\0x0D><\0x0A>+CGPRCO: 2, ""172.21.120.6"", ""0.0.0.0"", """", """""
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1233 zte_send_cgprco_read_atcmd: Read CGPRCO result from AT server: <\0x0D><\0x0A>+CGPRCO: 1, ""221.11.1.67"", ""192.232.3.120"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37""<\0x0D><\0x0A><\0x0D><\0x0A>+CGPR"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2340 cResLine = +CGPRCO: 1, ""221.11.1.67"", ""192.232.3.120"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37"""
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2181 zte_get_ipv4_dnsaddr:input pRes = +CGPRCO: 1, ""221.11.1.67"", ""192.232.3.120"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37"""
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2188 zte_get_ipv4_dnsaddr:input sCid = 1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2212 wan ipv4_pri_dnsaddr=221.11.1.67, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2230 wan sec_dns=192.232.3.120, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2250 zte_get_ipv6_dnsaddr:input pRes = +CGPRCO: 1, ""221.11.1.67"", ""192.232.3.120"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"", ""32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37"""
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2257 zte_get_ipv6_dnsaddr:input sCid = 1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2271 zte_get_ipv6_dnsaddr:Get ipv6 pri_dns=32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2505 zte_convert_ipv6_addr: Input v6addrbefore is 32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.36."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2542 zte_convert_ipv6_addr: ipv6Address,2012:0000:0000:0000:0000:0000:0000:0024"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2282 wan ipv4_pri_dnsaddr=2012:0000:0000:0000:0000:0000:0000:0024, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2290 zte_get_ipv6_dnsaddr:Get ipv6_sec_dns=32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2505 zte_convert_ipv6_addr: Input v6addrbefore is 32.18.0.0.0.0.0.0.0.0.0.0.0.0.0.37."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2542 zte_convert_ipv6_addr: ipv6Address,2012:0000:0000:0000:0000:0000:0000:0025"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2301 wan sec_dns=2012:0000:0000:0000:0000:0000:0000:0025, Write to NV."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1002 zte_send_cgdata_atcmd: SEND to AT server: AT+CGDATA=""M-UPS"",1,1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]server.c 167 [info]    the at cmd is AT+CGDATA=""M-UPS"",1,1"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mdm.log]zte_topsw_mdm.c 166 MODEM: msg_id=10"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_mdm.log]zte_topsw_mdm.c 179 MODEM: num=32"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_at.log]response.c 93 [info]    At res split acATBuf =<\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:38,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1011 zte_send_cgdata_atcmd: CGDATA read from AT server: <\0x0D><\0x0A>OK"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 1909 V4V6 type: Single PDP Double Stack successful."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2760 sap_cm_process_message: waiting for new message."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2771 sap_cm_process_message: received message."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2618 ============sap_cm_process_cmds: received cmd type = 0x368=============."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 2703 sap_cm_process_cmds: ConectState: 6, default_call_type = 3."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 704 Enter function: zte_ppp_dial_v4v6_state_process."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 705 zte_ppp_dial_v4v6_state_process: status = 6."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 756 write ppp status to PPP_IPV4_IPV6_CONNECTED---."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 487 netc_state_set: new state is 6."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[ppp_dial.log]ppp_dial_netc.c 491 netc_state_set: old state is 2."
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 784 received data from client is:2400"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,syslog,,"[zte_cfg.log]zte_topsw_cfg.c 801 zte_client_send_msg->send ok"
192.168.0.1,01/01/14 00:14:27,08/06/14 09:11:39,,user-level,Info,goahead[417],,"[zte_cfg.log]libzte_cfg.c 260 send item_id successful"
